Smiles,smiles,score,comment,DrugLikenessReward,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,Reward,DrugLikenessProperty,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,Epoch
O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,0.85,"Molecule shows good drug-likeness with no obvious reactive groups, toxicophores, or major physicochemical liabilities, though the lipophilicity may require solubility optimization.",8.5,8.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.6,0.85,-8.1,4.207400000000003,23,1,1,0,0,0,40
O=C(NCc1ccc2c(c1)OCCO2)c1ccc(Cc2ccccc2)cc1,O=C(NCc1ccc2c(c1)OCCO2)c1ccc(Cc2ccccc2)cc1,0.85,No major red flags observed; structurally resembles benzamide derivatives with acceptable H-bonding potential and moderate complexity.,8.5,8.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.1,0.85,-8.6,3.9786000000000037,27,3,1,0,0,0,40
Cc1cccc(CNC(=O)c2ccc(-c3ccccc3)cc2)c1,Cc1cccc(CNC(=O)c2ccc(-c3ccccc3)cc2)c1,0.85,"No major red flags; contains common scaffolds (amide, piperidine, aromatic rings) with no obvious toxicophores or reactive groups.",8.5,9.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.5,0.85,-9.0,4.592020000000003,23,1,1,0,0,0,40
CC(=O)c1ccc(Cc2cccc(-c3ccccc3)c2)cc1,CC(=O)c1ccc(Cc2cccc(-c3ccccc3)c2)cc1,0.85,No major red flags observed; potential high lipophilicity from multiple aromatic rings may require solubility optimization.,8.5,8.9,-0.14700000000000468,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.252999999999993,0.85,-8.9,5.147000000000005,22,1,0,0,0,0,40
Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,0.85,"No major developability concerns; structurally simple with no reactive groups, toxicophores, or synthetic complexity, though lipophilicity may require solubility optimization.",8.5,8.7,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.947179999999996,0.85,-8.7,5.252820000000004,20,0,0,0,0,0,40
O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,0.85,"Molecule shows good drug-likeness with no obvious reactive groups, toxicophores, or major physicochemical liabilities, though the lipophilicity may require solubility optimization.",8.5,8.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.6,0.85,-8.1,4.207400000000003,23,1,1,0,0,0,40
CNC(=O)c1ccc(C(=O)Cc2ccccc2)c(-c2c[nH]c3ccccc23)c1,CNC(=O)c1ccc(C(=O)Cc2ccccc2)c(-c2c[nH]c3ccccc23)c1,0.65,"Secondary amine in morpholine ring raises toxicity concerns, but no obvious reactive groups or severe physicochemical liabilities.",6.5,9.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.0,0.65,-9.5,4.619900000000003,28,2,2,0,0,0,40
Cc1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,Cc1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,0.75,"Secondary amine and moderate lipophilicity present, but no major toxicophores or synthetic complexity; acceptable for further optimization.",7.5,8.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.1,0.75,-8.6,4.592020000000003,23,1,1,0,0,0,40
CNC(=O)c1cccc(C(C)NC(=O)c2ccccc2)c1,CNC(=O)c1cccc(C(C)NC(=O)c2ccccc2)c1,0.85,"No major red flags; symmetric biphenyl core with two amide groups shows good structural simplicity and potential for hydrogen bonding, though amide count may slightly impact solubility.",8.5,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.9,0.85,-8.4,2.5372000000000003,21,2,2,0,0,0,40
O=C(NCc1cccc(Cc2ccccc2)c1)c1ccccc1,O=C(NCc1cccc(Cc2ccccc2)c1)c1ccccc1,0.9,No major developability concerns; stable amide linkage and aromatic system with no reactive groups or toxicophores detected.,9.0,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.4,0.9,-8.4,4.207400000000003,23,1,1,0,0,0,40
CC(=O)c1cccc(CNC(=O)c2ccc(-c3ccccc3)cc2)c1,CC(=O)c1cccc(CNC(=O)c2ccc(-c3ccccc3)cc2)c1,0.85,No major red flags; contains stable amide and piperidine scaffolds with moderate complexity and acceptable physicochemical features.,8.5,9.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.5,0.85,-9.0,4.486200000000003,25,2,1,0,0,0,40
NC(=O)Nc1ccc2c(CNC(=O)c3ccc(-c4ccccc4)cc3)c[nH]c2c1,NC(=O)Nc1ccc2c(CNC(=O)c3ccc(-c4ccccc4)cc3)c[nH]c2c1,0.85,"Molecule shows no major red flags, with common scaffolds and no obvious toxicophores or instability alerts, though lipophilicity may require solubility optimization.",8.5,8.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.3,0.85,-8.8,4.255500000000002,29,2,4,0,0,0,40
O=C(NCCc1cccc(-c2ccccc2)c1)c1ccccc1,O=C(NCCc1cccc(-c2ccccc2)c1)c1ccccc1,0.85,Biphenyl amide with a piperidine-like core shows good scaffold compatibility but may face solubility challenges due to high lipophilicity from multiple aromatic rings.,8.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.8,0.85,-8.3,4.326100000000003,23,1,1,0,0,0,40
O=C(NCc1ccccc1)c1cccc(Cc2ccccc2)c1,O=C(NCc1ccccc1)c1cccc(Cc2ccccc2)c1,0.4,"Aniline-like amine and multiple aromatic rings raise concerns about metabolic liability and poor solubility, though the core scaffold is structurally simple.",4.0,8.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.5,0.4,-8.5,4.207400000000003,23,1,1,0,0,0,40
NS(=O)(=O)CNC(=O)c1ccc(-c2cccc(-c3c[nH]c4ccccc34)c2)cc1,NS(=O)(=O)CNC(=O)c1ccc(-c2cccc(-c3c[nH]c4ccccc34)c2)cc1,0.4,"Contains reactive sulfonamide group, potential pyrrole-based toxicophore, and complex multi-ring system with high synthetic complexity and likely poor oral bioavailability due to elevated lipophilicity.",4.0,9.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.5,0.4,-9.5,3.4777000000000022,29,3,3,0,0,0,40
O=C(NCCc1ccc(-c2ccc3c(c2)OCCO3)cc1)c1ccccc1,O=C(NCCc1ccc(-c2ccc3c(c2)OCCO3)cc1)c1ccccc1,0.4,"Presence of ethylene glycol-derived OCCO3 group raises concerns for metabolic instability and potential formaldehyde toxicity, while the complex polycyclic core may hinder oral bioavailability and synthetic tractability.",4.0,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.7,0.4,-8.7,4.097300000000003,27,3,1,0,0,0,40
O=C(NCc1cccc(Cc2ccccc2)c1)c1ccccc1,O=C(NCc1cccc(Cc2ccccc2)c1)c1ccccc1,0.9,No major developability concerns; stable amide linkage and aromatic system with no reactive groups or toxicophores detected.,9.0,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.4,0.9,-8.4,4.207400000000003,23,1,1,0,0,0,40
O=C(Cc1ccccc1)c1cccc(CNC(=O)c2ccccc2)c1,O=C(Cc1ccccc1)c1cccc(CNC(=O)c2ccccc2)c1,0.85,"No major red flags observed; contains stable aromatic systems and common amide linkage, though potential for moderate lipophilicity and synthetic complexity may require further evaluation.",8.5,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.2,0.85,-8.7,4.0420000000000025,25,2,1,0,0,0,40
O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,0.85,"Molecule shows good drug-likeness with no obvious reactive groups, toxicophores, or major physicochemical liabilities, though the lipophilicity may require solubility optimization.",8.5,8.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.6,0.85,-8.1,4.207400000000003,23,1,1,0,0,0,40
CC(=O)c1ccc(Cc2ccc(-c3ccccc3)cc2)cc1,CC(=O)c1ccc(Cc2ccc(-c3ccccc3)cc2)cc1,0.85,No major developability concerns; structurally simple with no toxicophores or reactive groups.,8.5,8.5,-0.1470000000000038,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.852999999999994,0.85,-8.5,5.147000000000004,22,1,0,0,0,0,40
Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,0.92,"No major developability concerns observed; simple biphenyl core with no reactive groups, toxicophores, or structural alerts, though lipophilicity may require solubility optimization.",9.200000000000001,8.7,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.647179999999995,0.92,-8.7,5.252820000000004,20,0,0,0,0,0,40
CNC(=O)c1cccc(Cc2ccc(-c3ccccc3)cc2)c1,CNC(=O)c1cccc(Cc2ccc(-c3ccccc3)cc2)c1,0.85,"No major developability concerns; stable amide linkage and biphenyl core with acceptable physicochemical properties, though synthetic complexity may require optimization.",8.5,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.2,0.85,-8.7,4.304000000000003,23,1,1,0,0,0,40
CC(=O)c1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,CC(=O)c1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,0.85,"No major developability concerns; simple core with no toxicophores or reactive groups, though the ketone may require solubility optimization.",8.5,8.3,-0.1470000000000038,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.653,0.85,-8.3,5.147000000000004,22,1,0,0,0,0,40
O=C(NCCc1ccccc1)c1ccc(-c2ccccc2)cc1,O=C(NCCc1ccccc1)c1ccc(-c2ccccc2)cc1,0.85,No major developability concerns; biphenyl core with amide linkage and aromatic substituents shows good drug-like features and minimal structural alerts.,8.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.8,0.85,-8.3,4.326100000000003,23,1,1,0,0,0,40
CNC(=O)c1cccc(Cc2cccc(-c3ccc4c(c3)OCCO4)c2)c1,CNC(=O)c1cccc(Cc2cccc(-c3ccc4c(c3)OCCO4)c2)c1,0.85,No major reactive groups or toxicophores; moderate complexity with acceptable physicochemical properties.,8.5,9.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.5,0.85,-9.0,4.075200000000003,27,3,1,0,0,0,40
CC(=O)c1cccc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1,CC(=O)c1cccc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1,0.65,"Moderate lipophilicity and potential for poor solubility due to multiple aromatic rings and ketone group, but contains a stable amide linkage and no obvious toxicophores.",6.5,8.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.1,0.65,-8.6,4.486200000000004,25,2,1,0,0,0,40
Cc1cccc(-c2cccc(CNC(=O)c3ccccc3)c2)c1,Cc1cccc(-c2cccc(CNC(=O)c3ccccc3)c2)c1,0.85,No major red flags observed; stable amide group and aromatic system with no obvious toxicophores or structural alerts.,8.5,9.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.7,0.85,-9.2,4.592020000000003,23,1,1,0,0,0,40
Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,0.92,"No major developability concerns observed; simple biphenyl core with no reactive groups, toxicophores, or structural alerts, though lipophilicity may require solubility optimization.",9.200000000000001,8.7,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.647179999999995,0.92,-8.7,5.252820000000004,20,0,0,0,0,0,40
O=C(NCc1ccc(CNC(=O)c2c[nH]c3ccccc23)cc1)c1ccccc1,O=C(NCc1ccc(CNC(=O)c2c[nH]c3ccccc23)cc1)c1ccccc1,0.75,"Moderate lipophilicity and potential for solubility challenges due to multiple aromatic rings, but no obvious reactive groups or toxicophores.",7.5,8.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.4,0.75,-8.9,4.0279000000000025,29,2,3,0,0,0,40
O=C(NCc1cccc(Nc2ccccc2)c1)c1ccccc1,O=C(NCc1cccc(Nc2ccccc2)c1)c1ccccc1,0.55,Aniline moiety raises concerns for nitroso formation and toxicity; lipophilicity may impair solubility and oral bioavailability despite simple core structure.,5.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.8,0.55,-8.3,4.3602000000000025,23,2,2,0,0,0,40
NC(=O)Nc1cccc(-c2cccc(Cc3ccccc3)c2)c1,NC(=O)Nc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.85,"Molecule shows favorable features with a urea core and aromatic substituents, no major reactive groups or toxicophores detected.",8.5,9.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.7,0.85,-9.2,4.435000000000003,23,1,2,0,0,0,40
O=C(NCc1cccc(Cc2ccccc2)c1)c1ccccc1,O=C(NCc1cccc(Cc2ccccc2)c1)c1ccccc1,0.9,No major developability concerns; stable amide linkage and aromatic system with no reactive groups or toxicophores detected.,9.0,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.4,0.9,-8.4,4.207400000000003,23,1,1,0,0,0,40
CC(=O)c1ccc(-c2cccc(CNC(=O)c3ccccc3)c2)cc1,CC(=O)c1ccc(-c2cccc(CNC(=O)c3ccccc3)c2)cc1,0.65,"Moderate concern for potential reactivity of the ketone group and possible high lipophilicity due to multiple aromatic rings, though no obvious toxicophores or synthetic intractability.",6.5,8.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.4,0.65,-8.9,4.486200000000003,25,2,1,0,0,0,40
Cc1cccc(CNC(=O)c2ccc(-c3ccccc3)cc2)c1,Cc1cccc(CNC(=O)c2ccc(-c3ccccc3)cc2)c1,0.85,"No major red flags; contains common scaffolds (amide, piperidine, aromatic rings) with no obvious toxicophores or reactive groups.",8.5,9.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.5,0.85,-9.0,4.592020000000003,23,1,1,0,0,0,40
Cc1cccc(-c2cccc(CNC(=O)c3ccccc3)c2)c1,Cc1cccc(-c2cccc(CNC(=O)c3ccccc3)c2)c1,0.85,No major red flags observed; stable amide group and aromatic system with no obvious toxicophores or structural alerts.,8.5,9.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.7,0.85,-9.2,4.592020000000003,23,1,1,0,0,0,40
CC1C(c2cc(NC(N)=O)ccc2-c2ccc3cc[nH]c3c2)CCCC1c1ccnc2ccccc12,CC1C(c2cc(NC(N)=O)ccc2-c2ccc3cc[nH]c3c2)CCCC1c1ccnc2ccccc12,0.6,"Moderate score due to complex fused aromatic system and potential lipophilicity; no obvious reactive groups or toxicophores, but synthetic complexity and solubility concerns may hinder developability.",6.0,9.5,-2.561100000000006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.938899999999993,0.6,-9.5,7.561100000000006,36,2,3,0,0,0,40
O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,O=C(NCc1ccc(Cc2ccccc2)cc1)c1ccccc1,0.85,"Molecule shows good drug-likeness with no obvious reactive groups, toxicophores, or major physicochemical liabilities, though the lipophilicity may require solubility optimization.",8.5,8.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.6,0.85,-8.1,4.207400000000003,23,1,1,0,0,0,40
O=C(NCCc1ccc(-c2ccccc2)cc1)c1ccccc1,O=C(NCCc1ccc(-c2ccccc2)cc1)c1ccccc1,0.85,"No major reactive groups or toxicophores; biphenyl core and amide linker are common in drugs, though multiple aromatic rings may impact solubility.",8.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.8,0.85,-8.3,4.326100000000003,23,1,1,0,0,0,40
Cc1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,Cc1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,0.75,"Secondary amine and moderate lipophilicity present, but no major toxicophores or synthetic complexity; acceptable for further optimization.",7.5,8.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.1,0.75,-8.6,4.592020000000003,23,1,1,0,0,0,40
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.95,No major developability concerns; symmetric aromatic system with a cyclohexane bridge shows good structural simplicity and no toxicophores or reactive groups.,9.5,8.4,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.761199999999995,0.95,-8.4,5.138800000000004,20,0,0,0,0,0,40
CC(=O)c1ccc(-c2ccccc2)c(C(=O)NCc2ccccc2)c1,CC(=O)c1ccc(-c2ccccc2)c(C(=O)NCc2ccccc2)c1,0.85,"No major red flags observed; reasonable molecular weight, no toxicophores, and acceptable synthetic complexity, though biphenyl core may require solubility optimization.",8.5,8.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.0,0.85,-8.5,4.486200000000003,25,2,1,0,0,0,40
O=C(NCc1ccc(Cc2ccccc2)cc1)c1c[nH]c2ccccc12,O=C(NCc1ccc(Cc2ccccc2)cc1)c1c[nH]c2ccccc12,0.85,"Molecule shows good structural features with no obvious reactive groups or toxicophores, though the fused heterocycle may require further solubility evaluation.",8.5,9.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.8,0.85,-9.3,4.688700000000003,26,1,2,0,0,0,40
O=C(NCc1ccccc1)c1ccc(Cc2ccccc2)cc1,O=C(NCc1ccccc1)c1ccc(Cc2ccccc2)cc1,0.85,"Molecule shows no major developability concerns with a stable amide core, no toxicophores, and reasonable physicochemical properties, though biphenyl lipophilicity may require solubility optimization.",8.5,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,16.9,0.85,-8.4,4.207400000000003,23,1,1,0,0,0,40
