Smiles,smiles,score,comment,DrugLikenessReward,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,Reward,DrugLikenessProperty,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,Epoch
Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its high molecular weight and lipophilicity may limit oral bioavailability and solubility.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(Cc2ccc(-c3ccccc3)cc2)c1,Cc1cccc(Cc2ccc(-c3ccccc3)cc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,6.8,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.047179999999997,0.75,-6.8,5.252820000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
CCc1cccc(-c2cccc(C(C)F)c2)c1,CCc1cccc(-c2cccc(C(C)F)c2)c1,0.75,The molecule has a reasonable scaffold but contains a fluorinated side chain which may introduce metabolic liability and synthetic complexity.,7.5,6.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.4,0.75,-6.9,4.946500000000003,17,0,0,0,0,0,50
Cc1cccc(Cc2cccc(-c3ccccc3)c2)c1,Cc1cccc(Cc2cccc(-c3ccccc3)c2)c1,0.75,"The molecule has a symmetric aromatic structure with potential for good lipophilicity, but lacks polar groups which may impact solubility and oral bioavailability.",7.5,7.6,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.847179999999994,0.75,-7.6,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(CC(C)F)cc2)c1,Cc1cccc(-c2ccc(CC(C)F)cc2)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the fluorinated side chain may raise some solubility and metabolic liability concerns.",8.5,6.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.1,0.85,-6.6,4.562520000000004,17,0,0,0,0,0,50
Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,6.9,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.147179999999995,0.75,-6.9,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
CC(F)C(c1ccccc1)c1ccc(-c2ccccc2)cc1,CC(F)C(c1ccccc1)c1ccc(-c2ccccc2)cc1,0.75,"The molecule has a reasonable scaffold with aromatic rings and a fluorine substituent, but the presence of multiple aromatic rings and a complex branching may lead to poor solubility and metabolic stability.",7.5,6.6,-0.843500000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.256499999999996,0.75,-6.6,5.843500000000005,22,0,0,0,0,0,50
Cc1ccc(C(C)F)c(Cc2ccccc2)c1,Cc1ccc(C(C)F)c(Cc2ccccc2)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the fluorinated side chain may raise some solubility concerns.",8.5,6.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.8,0.85,-6.3,4.6163200000000035,17,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(Cc2ccccc2-c2ccccc2)c1,Cc1cccc(Cc2ccccc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks hydrogen bond donors and has a high molecular weight, which may impact oral bioavailability and solubility.",6.5,7.4,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.647179999999995,0.65,-7.4,5.252820000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)C(C)F)c1,Cc1cccc(C(c2ccccc2)C(C)F)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the fluorine substitution may introduce some metabolic liability and the overall lipophilicity could impact solubility and oral bioavailability.",8.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.2,0.85,-6.7,4.484920000000003,17,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
CC(F)Cc1ccc(-c2cccc(N)c2)cc1,CC(F)Cc1ccc(-c2cccc(N)c2)cc1,0.75,"The molecule contains a fluorine-substituted aromatic system and an amine group, which may raise concerns about metabolic stability and potential basicity, though it lacks major reactive groups or toxicophores and shows reasonable drug-like features.",7.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,13.0,0.75,-6.5,3.8363000000000023,17,1,1,0,1,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
CC(F)CCc1ccccc1-c1ccccc1,CC(F)CCc1ccccc1-c1ccccc1,0.65,"The molecule contains a fluorine-substituted cyclohexane and two aromatic rings, which may contribute to lipophilicity; however, the lack of a clear polar functional group and potential for metabolic instability due to the fluorine may limit oral developability.",6.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.0,0.65,-6.5,4.644200000000004,17,0,0,0,0,0,50
Cc1cccc(Cc2cccc(C)c2)c1,Cc1cccc(Cc2cccc(C)c2)c1,0.65,"The molecule has a symmetric aromatic structure with moderate lipophilicity, but lacks polar groups and may have poor solubility and permeability, limiting oral developability.",6.5,6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.5,0.65,-6.0,3.8942400000000026,15,0,0,0,0,0,50
Cc1ccccc1-c1cccc(Cc2ccccc2)c1,Cc1ccccc1-c1cccc(Cc2ccccc2)c1,0.65,"The molecule contains a biphenyl core with moderate lipophilicity, but lacks hydrogen bond donors and has a high molecular weight, which may impact oral bioavailability and solubility.",6.5,7.4,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.647179999999995,0.65,-7.4,5.252820000000004,20,0,0,0,0,0,50
CC(F)Cc1ccc(-c2cccc(C(C)F)c2)cc1,CC(F)Cc1ccc(-c2cccc(C(C)F)c2)cc1,0.75,"The molecule has a reasonable scaffold but contains multiple fluorine atoms and a complex aromatic system, which may impact synthetic tractability and oral bioavailability.",7.5,7.1,-0.28460000000000374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.315399999999997,0.75,-7.1,5.284600000000004,19,0,0,0,0,0,50
Cc1ccc(C(C)c2ccccc2)cc1,Cc1ccc(C(C)c2ccccc2)cc1,0.85,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity may be high due to the extended aromatic system, potentially impacting solubility and oral bioavailability.",8.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.0,0.85,-6.5,4.146820000000003,15,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,Cc1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its complexity and lipophilicity may impact solubility and oral bioavailability.",7.5,6.6,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.847179999999994,0.75,-6.6,5.252820000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1ccc(C(C)c2ccccc2)cc1,Cc1ccc(C(C)c2ccccc2)cc1,0.85,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity may be high due to the extended aromatic system, potentially impacting solubility and oral bioavailability.",8.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.0,0.85,-6.5,4.146820000000003,15,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
FC(CCc1ccccn1)c1cccc(Nc2ccccn2)c1,FC(CCc1ccccn1)c1cccc(Nc2ccccn2)c1,0.55,"The molecule contains multiple aromatic rings and a fluorine substituent, but the presence of two potentially reactive or toxic amine groups and a complex structure may raise concerns about stability, synthetic complexity, and safety.",5.5,7.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.6,0.55,-7.1,4.8636000000000035,23,3,1,0,0,0,50
CCc1ccc(C)c(-c2ccccc2)c1,CCc1ccc(C)c(-c2ccccc2)c1,0.85,"The molecule has a simple aromatic structure with no obvious reactive groups or toxicophores, but its low molecular complexity and limited lipophilicity may limit oral bioavailability and target engagement.",8.5,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.5,0.85,-7.0,4.224420000000003,15,0,0,0,0,0,50
c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic structure which may impact solubility and oral bioavailability.,7.5,7.1,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.461199999999995,0.75,-7.1,5.138800000000004,20,0,0,0,0,0,50
Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,0.75,"The molecule has a reasonable scaffold but contains a potential reactive or electrophilic aromatic system which may raise safety concerns, though it shows good oral developability and acceptable physicochemical properties.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,6.9,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.147179999999995,0.75,-6.9,5.252820000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(Cc2cccc(-c3ccccc3)c2)c1,Cc1cccc(Cc2cccc(-c3ccccc3)c2)c1,0.75,"The molecule has a symmetric aromatic structure with potential for good lipophilicity, but lacks polar groups which may impact solubility and oral bioavailability.",7.5,7.6,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.847179999999994,0.75,-7.6,5.252820000000004,20,0,0,0,0,0,50
CC(c1ccccc1)c1cccc(-c2ccccc2)c1,CC(c1ccccc1)c1cccc(-c2ccccc2)c1,0.75,"The molecule has a reasonable scaffold with two aromatic rings and a central carbon, but the lack of polarity and potential for poor solubility may limit oral developability.",7.5,7.4,-0.5054000000000043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.394599999999997,0.75,-7.4,5.505400000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its high molecular weight and lipophilicity may limit oral bioavailability and solubility.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(C)c2ccccc2)c1,Cc1cccc(C(C)c2ccccc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.0,0.75,-6.5,4.1468200000000035,15,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
