Smiles,smiles,score,comment,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,GlaxoReward,Reward,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,GlaxoProperty,Epoch
CNCc1cc(-c2ccccc2C2CCS(=O)(=O)C2)ccc1NC(N)=O,CNCc1cc(-c2ccccc2C2CCS(=O)(=O)C2)ccc1NC(N)=O,7.6,,7.6,0,0,0,0,0,0,7.6,-7.6,2.4657,26,4,3,0,0,0
N#CCc1ccc(N2CCOCC2)c(C2C=CC(C=O)C2)c1,N#CCc1ccc(N2CCOCC2)c(C2C=CC(C=O)C2)c1,5.3,,5.3,0,0,0,0,0,0,5.3,-5.3,2.44788,22,4,0,0,0,0
CC(C)CN(c1ccc(NC(N)=O)cc1)S(=O)(=O)CN[SH](=O)=O,CC(C)CN(c1ccc(NC(N)=O)cc1)S(=O)(=O)CN[SH](=O)=O,5.5,,6.5,0,0,0,0,0,-1,5.5,-6.5,0.0429000000000009,23,5,4,0,1,0
C#Cc1cccc(CC(Cc2ccccn2)N2CC[NH+](C3CCN([SH](=O)=O)CC3)CC2)c1,C#Cc1cccc(CC(Cc2ccccn2)N2CC[NH+](C3CCN([SH](=O)=O)CC3)CC2)c1,3.7,,4.7,0,0,0,0,0,-1,3.7,-4.7,0.408000000000001,32,4,2,0,1,0
CC(C)C(c1ccc(C2Cc3c(cnn3C)C(S(N)(=O)=O)C2)cc1)S(C)(=O)=O,CC(C)C(c1ccc(C2Cc3c(cnn3C)C(S(N)(=O)=O)C2)cc1)S(C)(=O)=O,5,,5,0,0,0,0,0,0,5,-5,2.2214,28,6,1,0,0,0
CCCNc1ccccc1SC1CS(=O)(=O)CC1C1CCCCC1,CCCNc1ccccc1SC1CS(=O)(=O)CC1C1CCCCC1,5.6,,5.6,0,0,0,0,0,0,5.6,-5.6,4.5941,24,4,1,0,0,0
CCC(C=O)NN1CCCC(c2ccc(-c3ccccc3N)cc2Cc2ccccc2)C1,CCC(C=O)NN1CCCC(c2ccc(-c3ccccc3N)cc2Cc2ccccc2)C1,4.81189999999999,,5,-0.188100000000004,0,0,0,0,0,4.81189999999999,-5,5.1881,32,4,2,0,0,0
C#C[NH+]1CCc2cc(-c3cccc(C4CCN(S(=O)(=O)C5CCS(=O)(=O)C5)CC4)c3)ccc2C1,C#C[NH+]1CCc2cc(-c3cccc(C4CCN(S(=O)(=O)C5CCS(=O)(=O)C5)CC4)c3)ccc2C1,-1,,0,0,0,0,0,0,-1,-1,0.1,1.5816,34,4,1,0,1,0
O=C(c1ccoc1)N1CCC(c2ccc(C3CCCCCC3)cc2)CC1,O=C(c1ccoc1)N1CCC(c2ccc(C3CCCCCC3)cc2)CC1,4.46279999999999,,5.2,-0.737200000000005,0,0,0,0,0,4.46279999999999,-5.2,5.7372,26,2,0,0,0,0
CC(Sc1ccccc1Cc1ccccn1)C(=O)C(=O)C(N)C(C)c1ccoc1,CC(Sc1ccccc1Cc1ccccn1)C(=O)C(=O)C(N)C(C)c1ccoc1,4.3,,5.3,0,0,0,0,-1,0,4.3,-5.3,4.0152,29,6,1,1,0,0
O=C(NC(C(=O)[O-])c1ccccc1Cc1ccccn1)C1CCN([SH](=O)=O)CC1,O=C(NC(C(=O)[O-])c1ccccc1Cc1ccccn1)C1CCN([SH](=O)=O)CC1,4.718,,5.9,-0.181999999999999,0,0,0,0,-1,4.718,-5.9,-0.181999999999999,29,6,2,0,1,0
COCC=Cc1ccc(N2CCCC2)cc1C1CC1,COCC=Cc1ccc(N2CCCC2)cc1C1CC1,5.1,,6.1,0,0,0,0,-1,0,5.1,-6.1,3.8238,19,2,0,1,0,0
O=CC(c1ccccc1NCc1c[nH]c2ccccc12)S(=O)c1c[nH]c2ccccc12,O=CC(c1ccccc1NCc1c[nH]c2ccccc12)S(=O)c1c[nH]c2ccccc12,6.39089999999999,,6.7,-0.309100000000002,0,0,0,0,0,6.39089999999999,-6.7,5.3091,31,3,3,0,0,0
CCOC(=O)c1ccccc1N1CCC(C(C)F)C(COC)C1,CCOC(=O)c1ccccc1N1CCC(C(C)F)C(COC)C1,5.4,,5.4,0,0,0,0,0,0,5.4,-5.4,3.3102,23,4,0,0,0,0
COCCc1cccc(C(=O)C(C)S[NH+](C2CCCC2)S(N)(=O)=O)c1,COCCc1cccc(C(=O)C(C)S[NH+](C2CCCC2)S(N)(=O)=O)c1,6.2,,6.2,0,0,0,0,0,0,6.2,-6.2,1.1259,25,5,2,0,0,0
CNCCNS(=O)(=O)c1ccc(-c2cncnc2)c(S(N)(=O)=O)c1,CNCCNS(=O)(=O)c1ccc(-c2cncnc2)c(S(N)(=O)=O)c1,4.7887,,5.5,-0.711299999999998,0,0,0,0,0,4.7887,-5.5,-0.711299999999998,24,7,3,0,0,0
CN(CC=O)c1ccc(C(=O)C(=O)COC=O)cc1,CN(CC=O)c1ccc(C(=O)C(=O)COC=O)cc1,4.6,,5.6,0,0,0,0,-1,0,4.6,-5.6,0.246499999999999,19,6,0,1,0,0
O=[SH]c1ccc(C2CC(C3CCS(=O)(=O)C3)CC2O)cc1-c1c[nH]c2ccccc12,O=[SH]c1ccc(C2CC(C3CCS(=O)(=O)C3)CC2O)cc1-c1c[nH]c2ccccc12,5.8,,6.8,0,0,0,0,0,-1,5.8,-6.8,3.4283,30,4,3,0,1,0
O=CCc1cc(-c2ccc(-c3ccccc3Cl)cc2NC(=O)CS)ccc1[N+](=O)[O-],O=CCc1cc(-c2ccc(-c3ccccc3Cl)cc2NC(=O)CS)ccc1[N+](=O)[O-],2.70809999999999,,3.9,-0.191900000000003,0,0,0,0,-1,2.70809999999999,-3.9,5.1919,30,5,2,0,1,0
O=S(=O)(NCc1ccoc1)c1cccc(-c2nc(-c3c[nH]c4ccccc34)cs2)c1,O=S(=O)(NCc1ccoc1)c1cccc(-c2nc(-c3c[nH]c4ccccc34)cs2)c1,6.67009999999999,,6.7,-0.0299000000000031,0,0,0,0,0,6.67009999999999,-6.7,5.0299,30,5,2,0,0,0
O=S1(=O)CCC(c2ccc(SC3CCCCC3)c(-c3ccc4c(c3)OCO4)c2)C1,O=S1(=O)CCC(c2ccc(SC3CCCCC3)c(-c3ccc4c(c3)OCO4)c2)C1,7.09079999999999,,7.5,-0.409200000000005,0,0,0,0,0,7.09079999999999,-7.5,5.4092,29,5,0,0,0,0
CN(CC=O)N(c1cccc(C=CC2CCCCCC2)c1)[SH](=O)=O,CN(CC=O)N(c1cccc(C=CC2CCCCCC2)c1)[SH](=O)=O,5.2,,6.2,0,0,0,0,0,-1,5.2,-6.2,3.0487,24,4,1,0,1,0
C=Cc1nnc(N(C)CC(=O)c2ccccc2-c2ccccc2N)o1,C=Cc1nnc(N(C)CC(=O)c2ccccc2-c2ccccc2N)o1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,3.2809,25,6,1,0,0,0
COCOC(=S)c1ccccc1NC(=O)C=O,COCOC(=S)c1ccccc1NC(=O)C=O,4.5,,5.5,0,0,0,0,0,-1,4.5,-5.5,1.11999999999999,17,5,1,0,1,0
CCOC(=O)NC(C)Sc1cccc(Cc2ccccn2)c1,CCOC(=O)NC(C)Sc1cccc(Cc2ccccn2)c1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,3.8566,22,4,1,0,0,0
C=CCO[NH+]1CCc2cc(-c3cccc(C(=S)CCN4CC[NH2+]CC4)c3)ccc2C1,C=CCO[NH+]1CCc2cc(-c3cccc(C(=S)CCN4CC[NH2+]CC4)c3)ccc2C1,2.8,,4.8,0,0,0,0,-1,-1,2.8,-4.8,1.3993,30,3,2,1,1,0
CS(=O)(=O)C1COc2ccc(-c3ccccc3C(=O)C(=O)Nc3nnco3)cc2O1,CS(=O)(=O)C1COc2ccc(-c3ccccc3C(=O)C(=O)Nc3nnco3)cc2O1,5.7,,5.7,0,0,0,0,0,0,5.7,-5.7,1.69989999999999,30,9,1,0,0,0
Nc1ccccc1-c1ccc(C(C=O)S(=O)(=O)c2ccccc2)c([SH]=O)c1,Nc1ccccc1-c1ccc(C(C=O)S(=O)(=O)c2ccccc2)c([SH]=O)c1,7,,8,0,0,0,0,0,-1,7,-8,2.9539,27,5,2,0,1,0
O=[SH](=O)c1ccc(C=CN2CCC(c3coc(-c4ccccc4)c3)C(O)C2)cc1,O=[SH](=O)c1ccc(C=CN2CCC(c3coc(-c4ccccc4)c3)C(O)C2)cc1,-1,,0,0,0,0,0,0,-1,-1,3.8,3.738,29,5,2,0,1,0
CC(C=O)SC(=O)Oc1cccc(C2CCCC2Cl)c1,CC(C=O)SC(=O)Oc1cccc(C2CCCC2Cl)c1,5.2,,6.2,0,0,0,0,0,-1,5.2,-6.2,4.3809,20,4,0,0,1,0
O=[SH](=O)NCc1ccc(Nc2cccc3c2OCO3)cc1-c1c[nH]c2ccccc12,O=[SH](=O)NCc1ccc(Nc2cccc3c2OCO3)cc1-c1c[nH]c2ccccc12,6.4,,7.4,0,0,0,0,0,-1,6.4,-7.4,3.9232,30,5,4,0,1,0
C#CS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(C3C=CC(C(=O)[O-])C3)c1)N2,C#CS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(C3C=CC(C(=O)[O-])C3)c1)N2,0.6,,1.6,0,0,0,0,-1,0,0.6,-1.6,3.2871,32,5,1,1,0,0
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)NS,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)NS,5.4,,6.4,0,0,0,0,0,-1,5.4,-6.4,0.696,19,6,3,0,1,0
Clc1ccc(Oc2ccccc2)c(C2CNCCC2N2CCOCC2)c1,Clc1ccc(Oc2ccccc2)c(C2CNCCC2N2CCOCC2)c1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,3.91,26,4,1,0,0,0
CC(S)C(=O)C1CNCCC1c1ccccc1-c1ccccc1CN[SH](=O)=O,CC(S)C(=O)C1CNCCC1c1ccccc1-c1ccccc1CN[SH](=O)=O,3.8,,4.8,0,0,0,0,0,-1,3.8,-4.8,2.5501,28,5,4,0,1,0
Cn1ncc2c1CC(N(C1CCN(S(=O)(=O)NC=O)CC1)[SH](=O)=O)CC2c1ccccc1,Cn1ncc2c1CC(N(C1CCN(S(=O)(=O)NC=O)CC1)[SH](=O)=O)CC2c1ccccc1,5.9,,6.9,0,0,0,0,0,-1,5.9,-6.9,0.150400000000002,32,7,2,0,1,0
CC(C)CC1CCCC(c2cc(-c3ccccc3-c3cccc(O)c3)cc3c2OCO3)C1C,CC(C)CC1CCCC(c2cc(-c3ccccc3-c3cccc(O)c3)cc3c2OCO3)C1C,1.57919999999999,,4.6,-3.0208,0,0,0,0,0,1.57919999999999,-4.6,8.0208,33,3,1,0,0,0
CNS(=O)(=O)c1ccc(C(=O)C=O)cc1SCC(=O)NC1C=CC(C(=O)[O-])C1,CNS(=O)(=O)c1ccc(C(=O)C=O)cc1SCC(=O)NC1C=CC(C(=O)[O-])C1,2.9792,,4.1,-1.12079999999999,0,0,0,0,0,2.9792,-4.1,-1.12079999999999,28,8,2,0,0,0
O=CC(=O)C1CS(=O)(=O)CC1c1ccc([N+](=O)[O-])c(-c2ccc(N3CCOCC3)cc2)c1,O=CC(=O)C1CS(=O)(=O)CC1c1ccc([N+](=O)[O-])c(-c2ccc(N3CCOCC3)cc2)c1,6,,6,0,0,0,0,0,0,6,-6,1.9946,32,8,0,0,0,0
CNCC(=O)c1ccc(N2CCCC2=O)c(-c2ncc(OCF)cn2)c1,CNCC(=O)c1ccc(N2CCCC2=O)c(-c2ncc(OCF)cn2)c1,5.9,,5.9,0,0,0,0,0,0,5.9,-5.9,1.9783,26,6,1,0,0,0
Cc1ccccc1S(=O)(=O)c1ccc(C=CN(C)CC=O)cc1,Cc1ccccc1S(=O)(=O)c1ccc(C=CN(C)CC=O)cc1,6.2,,6.2,0,0,0,0,0,0,6.2,-6.2,2.92922,23,4,0,0,0,0
CC(SOc1ccccc1)C(=O)c1ccccc1-c1cc(S(C)=O)on1,CC(SOc1ccccc1)C(=O)c1ccccc1-c1cc(S(C)=O)on1,7.5,,7.5,0,0,0,0,0,0,7.5,-7.5,4.3774,26,6,0,0,0,0
c1ccc(-c2cscn2)c([NH2+]C2CCC(c3cc4c(cc3CCN3CC[NH2+]CC3)OCCO4)C2)c1,c1ccc(-c2cscn2)c([NH2+]C2CCC(c3cc4c(cc3CCN3CC[NH2+]CC3)OCCO4)C2)c1,5.7,,5.7,0,0,0,0,0,0,5.7,-5.7,2.534,35,5,2,0,0,0
CC(N)C(C)c1ccc2c(-c3cccc(N(C)CC=O)c3)c[nH]c2c1,CC(N)C(C)c1ccc2c(-c3cccc(N(C)CC=O)c3)c[nH]c2c1,5.8,,5.8,0,0,0,0,0,0,5.8,-5.8,3.9207,25,3,2,0,0,0
O=CC([NH2+]C1CCC(S(=O)(=O)c2ccccc2)C1)c1ccc(C2=CC(C(=O)[O-])CC2)cc1,O=CC([NH2+]C1CCC(S(=O)(=O)c2ccccc2)C1)c1ccc(C2=CC(C(=O)[O-])CC2)cc1,5.3,,6.3,0,0,0,0,0,-1,5.3,-6.3,1.4283,32,5,1,0,1,0
Smiles,smiles,score,comment,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,GlaxoReward,Reward,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,GlaxoProperty,Epoch
OC1CC(c2ccccn2)CC1c1cccc(C2COc3cc(-c4nnco4)ccc3O2)c1,OC1CC(c2ccccn2)CC1c1cccc(C2COc3cc(-c4nnco4)ccc3O2)c1,0,,0,0,0,0,0,0,0,0,15.2,4.6662,33,7,1,0,0,1
CC(SO)C(=O)C(C)Sc1cccc(C2CCCCCC2)c1,CC(SO)C(=O)C(C)Sc1cccc(C2CCCCCC2)c1,5.73119999999999,,6.5,-0.768800000000005,0,0,0,0,0,5.73119999999999,-6.5,5.7688,22,4,1,0,0,1
NC(=O)CSN(N)C(=O)c1cccc(Cc2ccccn2)c1,NC(=O)CSN(N)C(=O)c1cccc(Cc2ccccn2)c1,6,,7,0,0,0,0,0,-1,6,-7,1.12179999999999,22,5,2,0,1,1
O=CC(N[SH](=O)=O)c1ccc([NH+]2CCc3cc(N4CCCC4=O)ccc3C2)cc1,O=CC(N[SH](=O)=O)c1ccc([NH+]2CCc3cc(N4CCCC4=O)ccc3C2)cc1,-1.8,,0.2,0,0,0,0,-1,-1,-1.8,-0.2,0.442100000000001,29,4,3,1,1,1
CCOC(=O)c1ccc(N(C2CCCCC2C)S(=O)(=O)c2ccc([SH](=O)=O)cc2)cc1,CCOC(=O)c1ccc(N(C2CCCCC2C)S(=O)(=O)c2ccc([SH](=O)=O)cc2)cc1,4.6,,5.6,0,0,0,0,0,-1,4.6,-5.6,3.6076,31,6,1,0,1,1
NS(=O)(=O)c1ccc(C2COc3cc(-c4ccc(C5CCC(O)C5)cc4)ccc3O2)cc1,NS(=O)(=O)c1ccc(C2COc3cc(-c4ccc(C5CCC(O)C5)cc4)ccc3O2)cc1,0,,0,0,0,0,0,0,0,0,17.1,4.1419,32,5,2,0,0,1
OC1CN(c2ccoc2)CCC1c1ccc(C2CCCCCC2)cc1C1CCOC1,OC1CN(c2ccoc2)CCC1c1ccc(C2CCCCCC2)cc1C1CCOC1,5.12389999999999,,5.7,-0.576100000000005,0,0,0,0,0,5.12389999999999,-5.7,5.5761,30,4,1,0,0,1
O=C(Cl)c1cc(-c2ccc3c(c2)OCO3)ccc1S,O=C(Cl)c1cc(-c2ccc3c(c2)OCO3)ccc1S,6.2,,7.2,0,0,0,0,0,-1,6.2,-7.2,3.75,19,4,1,0,1,1
O=S1(=O)CCC(c2ccc(-c3cc(NC(Cc4ccccn4)c4c[nH]c5ccccc45)cc4c3OCO4)cc2)C1,O=S1(=O)CCC(c2ccc(-c3cc(NC(Cc4ccccn4)c4c[nH]c5ccccc45)cc4c3OCO4)cc2)C1,1.94339999999999,,3.2,-1.2566,0,0,0,0,0,1.94339999999999,-3.2,6.2566,40,6,2,0,0,1
CC(c1ccc([SH](=O)=O)cc1)N1CC[NH+](c2ccc(S(=O)(=O)c3ccccc3N)cc2)CC1,CC(c1ccc([SH](=O)=O)cc1)N1CC[NH+](c2ccc(S(=O)(=O)c3ccccc3N)cc2)CC1,3.8,,4.8,0,0,0,0,0,-1,3.8,-4.8,1.6651,33,6,3,0,1,1
CC(C=O)Sc1ccc(-c2ccc3c(c2)OCO3)c(C(=O)c2ccc3c(c2)OCO3)c1,CC(C=O)Sc1ccc(-c2ccc3c(c2)OCO3)c(C(=O)c2ccc3c(c2)OCO3)c1,7.2,,7.2,0,0,0,0,0,0,7.2,-7.2,4.7215,31,7,0,0,0,1
O=S(=O)(c1ccc(Cc2ccccn2)cc1)c1ccc(-c2cncnc2)c(C=S)c1,O=S(=O)(c1ccc(Cc2ccccn2)cc1)c1ccc(-c2cncnc2)c(C=S)c1,5.7,,5.7,0,0,0,0,0,0,5.7,-5.7,4.31,30,6,0,0,0,1
O=S(=O)(Cc1ccccc1)c1ccc(CCF)c(C2CCC(O)C2)c1,O=S(=O)(Cc1ccccc1)c1ccc(CCF)c(C2CCC(O)C2)c1,5.9,,5.9,0,0,0,0,0,0,5.9,-5.9,3.8009,25,3,1,0,0,1
CS(=O)c1ccc(-c2cc(Cl)c3c(c2)OCO3)cc1C(F)(F)F,CS(=O)c1ccc(-c2cc(Cl)c3c(c2)OCO3)cc1C(F)(F)F,6.8,,6.8,0,0,0,0,0,0,6.8,-6.8,4.4919,23,3,0,0,0,1
CS(=O)(=O)c1ccc(-c2ccccc2[NH+](C(O)F)C2CCCC2)c(Cl)c1,CS(=O)(=O)c1ccc(-c2ccccc2[NH+](C(O)F)C2CCCC2)c(Cl)c1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,3.1149,26,3,2,0,0,1
COCCc1ccc(C(C[NH+]2CCN(C(C)C#N)CC2)N2CC[NH2+]CC2)cc1,COCCc1ccc(C(C[NH+]2CCN(C(C)C#N)CC2)N2CC[NH2+]CC2)cc1,5.10818,,6.2,-1.09181999999999,0,0,0,0,0,5.10818,-6.2,-1.09181999999999,28,4,2,0,0,1
CC(C)Cc1csc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2C#N)n1,CC(C)Cc1csc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2C#N)n1,5.5,,5.5,0,0,0,0,0,0,5.5,-5.5,4.05488,26,5,0,0,0,1
CC(SCCN1CC[NH2+]CC1)C(=O)c1ccc(N2CCCC2)c(N2CCCC2)c1,CC(SCCN1CC[NH2+]CC1)C(=O)c1ccc(N2CCCC2)c(N2CCCC2)c1,6,,6,0,0,0,0,0,0,6,-6,2.0704,29,5,1,0,0,1
CCCNc1cc(-c2ccnc3c(C(N)c4c[nH]c5ccccc45)cccc23)ccc1-c1ccccc1[N+](=O)[O-],CCCNc1cc(-c2ccnc3c(C(N)c4c[nH]c5ccccc45)cccc23)ccc1-c1ccccc1[N+](=O)[O-],-2.8283,,0,-2.8283,0,0,0,0,0,-2.8283,12.5,7.8283,40,5,3,0,0,1
CC(Oc1ccc(N2CCOCC2)cc1C(C)F)C(=O)C(=O)[O-],CC(Oc1ccc(N2CCOCC2)cc1C(C)F)C(=O)C(=O)[O-],5.7,,6.7,0,0,0,0,-1,0,5.7,-6.7,0.639999999999999,23,6,0,1,0,1
CCOC(=O)c1ccc(C(NC2CC2)c2ccccc2)cc1C1Nc2ccccc2C2C=CCC21,CCOC(=O)c1ccc(C(NC2CC2)c2ccccc2)cc1C1Nc2ccccc2C2C=CCC21,3.26879999999999,,5.8,-1.5312,0,0,0,-1,0,3.26879999999999,-5.8,6.5312,35,4,2,1,0,1
COCc1ccc(C=Cc2coc(Cc3ccccn3)c2)cc1,COCc1ccc(C=Cc2coc(Cc3ccccn3)c2)cc1,5.2,,5.2,0,0,0,0,0,0,5.2,-5.2,4.5822,23,3,0,0,0,1
CCSc1ccc(-c2ccc3cc[nH]c3c2)cc1N=CN[SH](=O)=O,CCSc1ccc(-c2ccc3cc[nH]c3c2)cc1N=CN[SH](=O)=O,6,,7,0,0,0,0,0,-1,6,-7,3.7227,24,4,3,0,1,1
C=CCOc1cc(-c2ccc(S(=O)(=O)C(=O)OCC)cc2)ccc1C#N,C=CCOc1cc(-c2ccc(S(=O)(=O)C(=O)OCC)cc2)ccc1C#N,5.6,,5.6,0,0,0,0,0,0,5.6,-5.6,3.72028,26,6,0,0,0,1
NNC(=O)C(=O)c1ccc(CCF)cc1C1CCNCC1O,NNC(=O)C(=O)c1ccc(CCF)cc1C1CCNCC1O,5.10899999999999,,6.3,-0.191,0,0,0,0,-1,5.10899999999999,-6.3,-0.191,22,5,4,0,1,1
C#CNC(C=O)C(C)c1ccc(C2CC(C(F)(F)F)Cc3c2cnn3C)cc1,C#CNC(C=O)C(C)c1ccc(C2CC(C(F)(F)F)Cc3c2cnn3C)cc1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,3.528,28,4,1,0,0,1
O=C([O-])C1C=C(c2ccccc2-c2ccoc2)C(c2ccc3c(c2)C2C=CCC2C(C2CC2)N3)C1,O=C([O-])C1C=C(c2ccccc2-c2ccoc2)C(c2ccc3c(c2)C2C=CCC2C(C2CC2)N3)C1,2.75259999999999,,4.5,-0.747400000000005,0,0,0,-1,0,2.75259999999999,-4.5,5.7474,35,4,1,1,0,1
